vid_id,frame_order,left_shoulder_left_wrist,right_shoulder_right_wrist,left_hip_left_ankle,right_hip_right_ankle,left_hip_left_wrist,right_hip_right_wrist,left_shoulder_left_ankle,right_shoulder_right_ankle,left_hip_right_wrist,right_hip_left_wrist,left_elbow_right_elbow,left_knee_right_knee,left_wrist_right_wrist,left_ankle_right_ankle,left_hip_avg_left_wrist_left_ankle,right_hip_avg_right_wrist_right_ankle
0,21,44.66264,46.786823,64.907486,68.35194,90.965775,93.73444,109.98163,113.83464,96.75231,91.44945,34.365818,26.283413,28.50112,38.338104,17.693676,18.642204
0,22,45.29271,43.60686,67.754616,68.39885,88.014404,87.41062,109.011,109.77124,89.904526,88.21215,33.317635,25.809994,22.069286,36.6903,15.601532,17.613663
0,23,43.741188,40.068066,66.73732,67.53582,85.81537,83.53245,107.8054,108.538734,85.771805,85.80246,33.79799,25.267288,18.542452,36.893085,14.239103,16.128843
0,24,41.83638,39.095844,69.63563,66.05141,85.78763,83.97639,111.963,108.80613,85.64492,86.30923,33.520603,25.044928,17.628641,37.256786,14.237019,15.913124
0,25,44.4004,41.541016,70.05139,68.49994,86.852356,85.61522,111.16435,110.175835,87.21081,88.02658,33.74729,25.825161,21.906107,37.132023,14.483346,16.606348
0,26,44.09009,42.779896,67.378914,65.67086,89.66429,89.44738,112.00267,110.64531,91.34101,90.9874,35.323425,26.061586,26.845459,37.010082,15.594733,17.954187
0,27,42.67965,44.527603,66.95548,66.19615,93.887955,94.96822,117.68163,115.54706,97.69669,95.31836,36.863132,26.514633,35.282066,37.46897,18.139668,19.806782
0,28,43.50957,44.618088,67.378624,65.18615,88.99065,90.858986,113.34812,111.28976,94.615746,91.47877,40.56587,25.437428,48.14293,37.491066,18.214958,20.632874
0,29,40.900555,44.67896,65.74549,63.327766,79.56703,84.03373,106.792046,105.25659,88.98671,82.946815,44.151608,25.006783,60.006092,35.431522,18.326948,20.85129
0,30,39.5889,45.73419,66.09396,64.86361,83.8282,93.33011,114.36978,114.05801,98.38952,87.645065,50.2378,22.982372,70.76845,31.094637,21.568499,26.5379
0,31,37.969643,40.74117,64.92977,64.26953,88.15907,93.54468,119.909424,119.7088,95.554886,95.59091,50.067207,21.840065,74.823326,26.098768,25.784134,28.40446
0,32,39.520554,39.003628,67.66892,67.221115,84.95506,86.97504,121.809135,122.11948,88.9732,94.08971,51.89051,20.238306,81.21443,22.735298,26.36311,28.66913
0,33,35.5838,39.545177,68.5192,68.22297,78.946045,87.46104,123.217445,124.60443,92.09559,86.021416,52.86522,17.265953,82.42308,18.550207,27.546919,31.675535
0,34,38.842236,41.059166,74.83096,70.86578,86.62035,92.512764,138.09352,133.50471,100.75582,89.75304,53.09407,18.116634,84.13949,21.788177,29.871502,35.860603
0,35,46.131496,37.072517,71.8993,70.40861,92.39593,77.81042,135.16954,130.53879,85.41182,95.143486,48.464767,14.7713175,77.725655,14.484471,34.54529,31.564098
0,36,61.29773,35.028164,68.875046,69.91402,88.36677,56.962337,119.07018,117.88776,64.63141,90.30098,42.805874,13.050929,70.11133,11.406226,38.239723,29.564556
0,37,45.162266,37.88445,72.84262,72.171234,72.77748,57.4425,131.50336,125.695526,63.358257,77.65642,40.704697,11.722136,63.975574,7.7218547,33.23862,31.044588
0,38,44.14261,37.85194,78.64549,77.38438,70.10482,58.97374,143.0973,137.32393,63.95585,74.594246,35.95625,10.835411,53.12768,7.4401107,32.199543,31.333242
0,39,37.347355,38.734932,77.37712,81.6565,45.897964,40.97653,130.85155,136.79376,49.762486,47.806652,30.506735,9.506256,40.60425,6.2991,29.208883,31.368214
0,40,41.95314,40.852646,77.73517,80.06676,32.537415,36.84606,129.95325,133.78331,46.358105,34.73144,28.115074,10.386317,36.44532,5.8159814,32.15187,31.950928
0,41,43.83027,42.7116,80.30494,82.61442,36.031837,39.82197,131.83835,136.17654,48.238663,37.1902,26.182827,9.896139,33.149952,4.8127494,32.462673,31.278748
0,42,40.962234,41.703312,78.34504,80.94596,38.535538,42.50729,132.38618,136.38037,51.104885,40.107536,28.194555,10.340002,37.12883,4.9029026,30.639091,31.068459
0,43,40.74382,41.002373,76.81328,79.50351,59.366436,47.252655,135.45624,136.69237,52.416286,63.980453,32.068893,9.585789,46.523937,6.092908,28.028522,31.033112
0,44,43.40662,40.51636,77.00578,78.87481,66.89005,54.73212,137.76485,138.17062,59.603363,72.33259,35.216335,10.998312,54.262165,6.6033587,32.037693,32.42642
0,45,52.93282,38.723446,72.25007,71.63454,79.65492,52.108036,126.36716,121.2054,59.4587,83.16649,40.269123,12.862884,66.75181,9.125415,35.277374,32.04889
0,46,52.797215,39.833355,73.95692,74.45872,96.5874,73.49166,136.08405,132.58173,81.41588,98.09105,43.42188,15.041488,70.70742,13.951719,40.80702,37.152733
0,47,40.7869,39.175995,73.07309,73.31978,86.93254,84.44725,137.82892,137.36475,91.145485,91.379135,48.78082,15.946712,78.88974,16.715631,32.111183,34.308174
0,48,37.42508,41.004223,69.66118,69.12529,71.571396,80.19202,121.86619,123.54919,86.83142,77.8029,50.38664,18.261818,82.059456,21.278605,27.77303,32.58585
0,49,36.111217,40.278057,71.83096,70.71849,79.53022,85.22639,127.52921,127.89699,93.81338,82.91036,52.569508,20.796186,82.6904,25.584953,25.462109,30.70077
0,50,38.267624,39.09747,67.534164,67.014854,83.74752,86.2632,121.07838,121.85464,91.061386,89.63704,51.39664,23.31044,78.32135,28.55613,25.292627,28.815313
0,51,38.016796,41.355022,68.270935,67.3815,80.90546,84.652245,116.34355,116.14061,90.91996,85.15808,52.88279,24.393734,75.26167,34.221012,23.042692,28.40996
0,52,41.43107,43.579758,67.4074,65.496414,81.91909,83.3797,111.64779,109.692184,91.09347,84.020065,50.78267,26.356152,68.721436,38.372185,20.18108,25.024153
0,53,41.961777,44.64288,65.92041,63.171986,80.29132,82.13935,106.67034,104.050804,88.30491,83.10226,47.66098,27.72264,61.17643,40.670326,18.761002,22.995857
0,54,43.850506,43.978745,69.33692,65.35561,85.313774,84.73952,110.69622,107.03001,89.20644,87.71098,42.77176,27.470354,49.9916,42.50444,18.12454,20.269012
0,55,44.136448,43.810684,66.23836,65.04449,90.9332,90.98406,112.32431,111.48863,93.37908,93.3864,39.56023,26.167381,38.6906,41.046402,18.414639,20.012281
0,56,44.684975,43.534172,67.17876,64.4825,88.11147,88.58765,109.842155,108.08962,90.150696,90.36078,37.802673,26.645618,29.870855,40.49603,15.840376,18.420134
0,57,44.04715,40.427605,69.8227,65.87828,90.094666,87.47419,114.37645,111.31108,88.11449,92.592285,36.805,26.370308,24.811262,39.915665,15.707163,17.030487
0,58,47.53196,42.062317,68.7395,66.20175,90.27804,86.5823,110.76205,108.85185,87.86914,92.419,37.195694,27.1102,28.624382,40.324883,15.927631,17.525417
0,59,42.86721,43.345116,64.626335,63.05492,84.4977,85.39759,106.40343,104.115814,87.522934,86.886406,39.045097,27.708296,34.991302,40.688015,16.425121,18.236
0,60,42.63992,43.71761,66.90255,64.275314,82.45997,83.55088,107.57064,104.799835,86.279884,86.177826,42.63192,27.885735,46.29739,41.608974,17.301538,19.260899
0,61,40.82893,44.568798,67.901245,65.44034,77.08295,79.5874,107.185425,104.973526,84.96366,80.75021,46.636738,27.607746,60.463764,41.441837,18.48391,21.645435
0,62,39.630466,42.66032,68.17173,66.62931,82.34898,88.32788,115.62297,115.108765,93.87526,86.09814,51.024704,25.399704,69.996414,36.571007,20.827414,26.060062
0,63,39.72381,42.22341,68.55191,67.0409,78.70059,85.33546,115.90806,116.037094,90.21239,84.5691,52.63136,25.060614,77.27112,33.660957,23.48193,28.737709
0,64,39.55344,42.771915,72.90985,69.21584,85.92476,94.92293,130.47343,127.62758,101.50102,90.50745,54.889893,24.475138,83.33281,31.341467,27.021082,34.64237
0,65,39.73744,40.02484,72.82991,72.079926,81.8091,86.21473,131.04202,131.13458,91.32861,88.52835,51.86325,20.69772,83.2425,25.066992,29.904882,33.780598
0,66,40.29966,39.714844,72.44453,71.06908,74.15123,76.07889,128.59618,126.849815,82.20897,80.386955,47.901604,17.66666,77.92433,20.792282,30.444653,34.83898
0,67,49.85238,37.46547,73.318596,73.36372,80.75078,65.51037,128.71988,126.837395,72.28654,84.36668,42.42064,16.456884,66.94356,17.920305,34.507328,33.601513
0,68,45.20572,39.45882,74.88301,75.45073,70.18909,61.074326,131.94061,130.04362,68.458626,73.122116,37.821587,14.540495,59.76971,13.684244,35.700073,35.045704
0,69,45.12037,40.35783,75.141335,75.86441,63.821915,54.784008,134.08026,131.59436,59.8747,68.97074,35.49452,13.800315,53.19129,10.776533,36.47481,35.106125
0,70,39.85016,40.75516,78.50862,79.53322,41.76098,41.352722,133.95425,133.42896,47.818012,46.587563,30.09688,11.331687,40.998154,9.116685,32.82686,34.707756
0,71,42.18054,42.29294,76.78216,80.02693,37.97045,38.973625,129.55482,132.5753,46.77201,40.57075,26.759819,9.993176,35.317326,7.8017406,32.290173,33.50024
0,72,43.94812,44.766838,77.6187,80.113655,34.938408,40.525654,126.34212,130.87541,48.233047,36.953484,26.223978,9.6533,32.83953,6.4284115,32.179585,32.602646
0,73,43.026993,44.08974,78.17867,80.57096,38.763107,43.59059,129.96956,134.84038,49.394825,41.738266,25.282244,9.329621,32.689365,6.017416,30.624146,31.248835
0,74,38.207623,42.201336,79.94398,82.54143,44.22782,46.757954,136.11229,140.05827,54.021732,46.903164,28.678198,10.287689,39.95264,5.6087,28.505976,31.572414
0,75,44.83675,39.910442,80.431076,82.91518,73.034645,55.771893,144.37195,144.69746,60.179844,77.84125,35.068737,9.927609,52.20353,7.12077,31.09515,31.499891
0,76,41.122925,41.24529,73.7465,74.01581,60.708206,54.08894,130.86456,129.74707,60.916275,65.01936,34.944164,11.212331,56.242973,7.504263,30.281216,32.16684
0,77,56.062267,38.14678,73.10064,73.37486,86.80816,55.70004,126.75012,124.334076,63.516632,89.49745,40.7851,13.393161,70.09579,10.662349,39.71402,33.849648
0,78,43.516174,38.64719,75.46082,75.71921,83.735886,75.8958,136.74757,135.46286,83.508675,86.90742,45.535053,14.966517,72.776825,14.962864,34.66201,35.63442
0,79,43.13379,38.595917,72.456764,71.7221,87.8738,80.6005,133.18333,132.69666,87.13589,92.50112,47.43831,16.385227,78.61643,17.529795,33.88212,34.35127
0,80,39.052776,40.468925,73.977585,71.070984,83.93075,89.48906,133.6328,131.73918,97.18996,87.70502,51.66074,19.256453,82.911804,23.159237,28.914545,34.609352
0,81,38.685665,40.79145,70.339676,69.120964,86.4622,91.47967,127.78198,128.14395,97.36294,91.55562,53.188362,21.17607,83.06205,26.366978,28.865145,34.65974
0,82,37.78385,39.789948,67.84552,67.16465,82.4932,86.09343,119.94112,120.10207,91.480606,87.45719,52.625496,22.424133,77.285255,29.403528,23.748142,28.510141
0,83,40.818558,41.76601,69.64431,68.03272,87.78,90.36546,121.31324,120.4814,96.572754,91.104744,53.115658,24.463238,74.2166,34.94877,23.234364,28.547728
0,84,41.53599,45.036743,67.61968,65.52963,78.94503,82.75628,109.45041,107.654396,89.62778,81.90161,50.948162,26.413984,68.02738,38.8692,19.83163,24.408773
0,85,42.16212,44.382626,68.41032,65.19819,81.78201,83.808945,109.90158,106.95639,88.512505,85.26657,46.53646,26.77579,58.911167,41.237926,19.110577,21.95858
0,86,44.175156,43.753166,69.3784,66.098015,88.678795,88.07094,113.85115,110.42586,91.72728,91.25684,41.699253,26.834126,47.557037,42.82612,18.430302,20.737818
0,87,43.071167,44.468273,68.18324,64.44564,88.79162,89.787384,112.92267,108.57186,92.80584,90.44366,38.631287,25.906443,37.797432,42.29279,17.439789,20.523039
0,88,44.44012,44.010284,68.61244,64.95559,86.46973,87.62511,109.23137,106.73628,90.66741,86.95631,37.39398,25.46021,28.495857,41.505924,15.915668,18.861807
0,89,46.87098,41.168186,71.29174,63.123127,90.85886,85.878204,113.66015,106.009995,87.5469,92.041405,36.47224,25.91396,25.021051,41.974155,16.327997,17.72765
0,90,48.435623,43.676765,70.3904,65.92217,90.78215,87.36588,111.62423,107.55877,89.03685,92.491165,36.816437,26.13802,28.537216,41.60569,16.546757,18.431782
0,91,43.10205,43.682613,69.23342,65.48504,86.251205,87.2672,111.16096,107.387856,89.66355,88.39811,38.51343,26.440355,35.625168,41.24576,16.86899,19.3481
0,92,42.425682,43.554546,65.01,63.819546,85.208374,86.563835,108.10826,106.64309,89.80394,88.034996,41.374584,27.41349,46.32534,41.53108,18.65539,20.256346
0,93,42.037216,43.879612,69.730774,66.75725,80.83253,81.56253,110.6517,107.095055,87.96544,83.49704,48.03481,28.422852,61.187336,43.0336,18.924543,22.127905
0,94,40.284584,43.832706,69.03902,67.75501,82.260925,87.15732,115.492256,114.552315,93.96358,85.1812,51.359295,26.008165,70.924446,38.477654,21.060795,25.721754
0,95,39.09167,39.532864,67.55676,66.36472,86.27045,87.88543,121.18902,119.66815,90.367455,94.08649,53.141083,24.437656,77.644424,33.873665,26.677883,29.902868
0,96,37.96601,40.80944,71.05123,69.81155,83.487915,88.51173,127.479485,125.81153,95.06587,88.535736,54.275803,23.085413,84.04227,29.526447,27.69599,32.34345
0,97,40.275368,41.7756,77.53367,73.22262,88.28935,93.792854,141.62558,136.25253,98.752335,94.93424,54.231155,21.343628,86.28143,26.502958,30.331808,37.04907
0,98,39.558826,40.2158,74.71492,72.4731,79.380394,81.348465,136.46867,131.50229,87.56195,85.04441,49.61356,18.063421,78.546074,21.449572,31.36938,36.813137
0,99,54.26405,36.502155,73.64418,74.12509,91.37487,63.360302,131.7853,127.64894,68.53217,96.48601,45.956802,15.617298,72.38752,15.1570015,36.863605,32.06438
0,100,49.411274,39.302002,77.79522,78.18933,83.47176,61.14413,139.23232,133.96776,67.26638,87.44135,41.709194,14.027632,65.385765,13.616648,35.31355,34.610123
0,101,44.771633,41.08828,77.70904,78.15028,68.15894,59.625633,139.70874,137.7348,63.810223,73.607315,34.824642,12.746541,52.63099,8.85277,36.305687,35.618843
0,102,41.94161,43.47445,80.09157,80.68839,58.958652,56.66637,144.95804,143.74907,61.862015,62.8913,31.034164,10.954726,43.63572,6.948452,35.00439,36.46452
0,103,44.16944,44.446396,78.54457,81.70804,42.646008,40.769516,132.50505,135.13303,46.270367,47.062294,26.522926,9.2553005,36.666176,6.9980373,33.547455,35.32904
0,104,43.48697,45.591312,76.28204,78.87242,39.56379,42.220577,129.05357,132.6414,49.557724,41.49183,26.637451,9.81336,33.6007,4.788683,31.312807,33.140244
0,105,43.50633,44.465477,74.773926,78.3274,39.374626,44.249416,128.45717,134.68521,51.586864,41.660538,27.560144,9.158688,36.22199,4.796821,31.37772,31.915508
0,106,39.34803,42.09564,75.7311,80.67287,52.846252,48.524075,133.25478,138.15651,53.325092,57.281715,29.153978,9.167416,42.039265,7.719484,28.08357,31.342178
0,107,42.57014,42.21336,78.91741,80.36197,71.89523,59.081516,144.95042,144.21109,62.753674,77.64739,35.097492,10.041276,52.61162,5.0405416,30.897928,31.607866
0,108,42.441154,41.012882,74.049965,73.93478,64.25272,57.20403,132.33043,130.12206,61.17956,71.433464,36.802254,11.034112,59.193794,5.056695,31.752441,32.887386
0,109,59.51948,39.297657,74.36582,74.56611,98.23581,61.585133,132.9348,128.45668,68.18647,101.29897,44.20399,12.711293,74.91155,9.468871,40.30633,33.60649
0,110,40.515255,38.733353,75.371414,75.577774,77.69327,75.80041,135.7281,135.20367,82.46459,82.267,45.846443,14.535637,74.04988,13.486632,32.33226,34.72693
0,111,38.330654,40.39179,75.7221,74.22759,84.43706,86.84394,139.59209,138.18277,94.522316,88.01593,49.8427,16.737082,80.24055,18.62364,31.17724,36.392303
0,112,38.435387,40.740032,70.86308,69.572845,77.96639,84.287125,126.19508,125.621765,90.63641,83.5071,51.191513,18.581036,82.39517,21.40041,27.816647,33.031723
0,113,37.797546,40.59672,72.038246,69.8658,86.1831,91.139786,130.55473,129.29912,97.05029,91.0529,53.635128,20.869219,82.73604,26.36193,27.059721,33.075283
0,114,38.962994,39.646072,68.68953,68.09027,84.03442,85.93439,120.792496,121.066895,91.128,89.20077,52.807896,22.888288,78.06711,29.568308,24.70758,28.66927
0,115,39.940445,41.552734,68.606636,67.37209,81.80038,83.00353,115.54699,114.89193,88.54148,86.22354,52.306187,24.138433,74.1889,34.774246,21.455576,26.41852
0,116,40.994736,43.5283,67.48488,65.91507,80.46306,82.70934,110.67971,109.45088,89.02702,83.76152,50.480907,26.311209,67.430336,39.057625,20.396036,24.055677
0,117,43.402008,44.121048,65.84213,63.658844,86.354935,86.8616,110.160286,108.1314,91.03281,90.09488,46.2329,27.188124,59.823326,41.215908,21.728025,24.91963
0,118,44.49059,42.820026,68.2277,64.690384,92.91301,90.930916,116.53641,112.53865,94.31072,95.80006,42.59609,27.549385,49.246094,42.521763,20.165125,22.616652
0,119,42.29682,43.77257,64.888985,63.83228,86.85245,87.64967,108.710236,106.845314,89.52406,89.84935,38.700832,27.289806,37.592564,40.87471,17.356325,19.477776
0,120,46.935726,42.805004,64.81955,66.47391,89.597305,86.61314,107.3753,108.73764,88.99267,90.88721,37.926643,27.425545,30.839077,39.523846,16.97805,17.594818
0,121,50.24592,41.065125,65.83346,65.23841,90.82545,84.013565,107.166275,106.27582,86.19467,91.87014,37.294617,26.770649,29.09819,39.52241,16.282852,17.06458
0,122,44.339603,42.117832,69.10496,66.85904,85.582146,84.98388,109.59075,107.9004,87.42318,86.92687,37.74482,26.86803,29.008509,40.4549,14.984517,17.28134
0,123,41.689987,42.81587,64.148895,63.450268,83.49667,86.02599,105.928345,105.70651,88.57275,85.73669,39.182575,27.108475,35.69319,39.972412,16.048748,18.443836
0,124,42.39205,42.557476,66.93187,63.788445,85.71669,85.41805,110.67582,106.58573,89.61989,87.72429,42.74946,27.829472,46.501637,41.545506,18.032263,19.973003
0,125,40.022636,43.534214,68.33351,65.81225,78.384796,80.811806,109.22639,106.08926,87.46445,81.02732,48.41477,28.444176,61.118435,41.844837,18.399204,21.85463
0,126,40.692497,43.248657,66.46957,65.56868,77.88179,82.72803,109.767975,109.56759,90.27248,80.3502,51.2712,26.12495,70.3191,37.853912,20.978876,25.827112
0,127,38.837563,41.54616,67.65616,65.94984,78.65263,84.255005,116.09972,115.00222,90.10741,83.65614,52.817215,24.496492,77.622734,33.982822,24.058048,29.326534
0,128,37.714817,40.935295,70.50652,69.115005,83.240456,89.216515,126.55483,125.73568,95.87457,88.012344,53.146004,23.77951,83.39427,29.757282,27.99382,33.65586
0,129,39.36227,41.287685,71.52462,70.91425,81.7804,88.579575,129.39064,130.39642,95.0964,87.16743,52.7795,21.165375,83.56169,25.344595,31.025995,36.07246
0,130,44.820515,39.043243,69.29798,69.10325,82.484406,74.623505,125.02156,124.225266,79.974724,88.92832,48.406418,17.991596,77.141914,19.570385,36.866398,35.636284
0,131,56.139954,38.941074,71.74568,73.26569,94.54111,65.78774,129.49634,127.9479,72.02255,98.28906,45.399452,16.964325,72.11682,16.626362,40.49614,33.94044
0,132,44.500633,40.593376,74.50406,74.60736,73.22366,61.96667,135.17091,130.93196,68.617226,77.08968,40.15297,15.249097,61.70792,13.625724,34.659065,33.838005
0,133,44.350616,41.44153,74.660484,75.773506,67.313324,55.68908,135.75757,132.96194,60.221016,72.395294,35.351894,13.269304,52.02585,10.381752,35.734188,35.455555
0,134,42.184967,43.417328,80.76015,81.822655,56.86736,55.228252,145.10223,144.55617,61.14211,60.02401,30.187222,11.414318,41.850517,8.795278,34.20923,36.152576
0,135,43.25067,44.099117,77.40113,79.46654,35.585102,38.817173,126.37075,129.96672,47.60694,36.8424,25.706903,9.762897,34.027035,6.4113054,32.453228,32.866215
0,136,44.803825,44.889072,79.34742,81.736275,37.562847,41.110474,130.72417,134.34047,48.91202,39.085457,25.323532,9.345142,32.873814,6.238303,32.515182,33.045223
0,137,42.056942,44.282833,77.35895,80.062164,33.592255,38.55535,126.03369,131.79352,46.461937,36.240276,26.378473,9.459319,34.85255,6.144713,31.437515,31.872997
0,138,39.396626,41.464752,79.9663,82.3636,47.110207,47.33243,136.02034,139.33562,54.385677,49.4882,27.720556,9.462469,40.16681,5.821976,28.116196,30.724373
0,139,42.82471,41.98624,76.37637,79.19271,66.21546,50.746937,136.79977,138.05502,56.877068,70.3428,34.334694,10.163172,52.516003,7.704122,31.685604,32.000187
0,140,48.230263,40.53658,75.92918,72.949135,81.11772,59.53882,137.18826,129.65039,63.221516,88.11016,41.659836,12.484465,65.9755,9.900794,35.46359,34.25733
0,141,50.602062,38.907898,72.27096,73.405785,84.94423,61.552074,128.95554,126.460686,67.52089,89.35776,41.749527,14.114344,68.57862,11.715741,36.857292,33.447247
0,142,42.094788,39.166763,75.1576,74.489296,82.04988,79.50236,136.96603,134.75673,86.864624,85.9227,46.53935,15.552898,74.315704,17.332747,33.400627,36.07741
0,143,41.872784,39.310253,70.07665,70.142075,82.29257,79.2781,126.13468,127.64114,84.601234,88.6368,48.461548,17.090694,78.2651,18.407986,33.961502,33.858707
0,144,38.485172,40.5181,70.60502,70.683586,84.46093,90.29115,129.44081,131.29066,95.25817,90.93713,51.519085,18.920082,83.71771,22.149273,31.111046,34.996685
0,145,38.057587,40.414654,68.83971,68.84874,83.397934,89.219795,124.266174,125.11136,95.064064,88.76045,53.73221,21.681515,82.47043,26.621931,27.36663,32.09301
0,146,39.09371,39.590576,67.79723,67.387566,87.24757,88.14762,121.313805,121.2105,92.55993,92.91022,52.97631,23.498938,77.48181,30.810127,26.809446,29.855482
0,147,40.63277,42.653088,67.02795,65.171196,81.64174,84.76288,113.00892,111.38865,89.618004,86.11265,50.702263,24.376963,71.54495,34.30196,21.097727,26.338469
0,148,41.29141,44.48564,66.58574,65.46893,82.542015,86.14312,110.57711,110.11267,91.40538,86.11258,48.820866,26.058817,65.52632,38.096054,21.419897,25.375639
0,149,42.86491,44.735653,67.88844,64.54051,85.072014,86.10045,111.11427,107.63699,91.85214,87.40133,45.81523,27.036821,57.37505,41.53442,19.249233,22.66264
0,150,43.872375,44.076633,67.45811,64.23281,91.00866,89.683395,114.160034,109.483635,92.908035,93.19196,40.09038,25.793297,43.523743,40.642258,18.80856,20.544214
0,151,44.38043,43.269352,68.679665,66.045555,90.390594,88.795166,113.697266,110.36245,90.85465,92.343735,37.78188,25.4002,33.154427,38.890934,16.779991,17.708494
0,152,46.422993,42.823845,70.02613,66.87277,87.86134,87.31954,111.25658,109.96288,89.6953,88.89979,37.18265,23.944075,28.324703,38.670975,14.480933,16.673235
0,153,47.379406,42.175774,69.88006,67.16769,87.4458,85.14273,109.87989,108.47951,87.05497,88.92681,36.832092,24.575315,28.557705,38.847298,14.653909,16.46011
0,154,42.91953,43.14535,67.481094,65.201965,90.3979,90.78073,114.13023,111.88248,92.519615,92.48023,38.392937,25.449518,31.35399,38.325966,16.73281,17.840496
0,155,43.031704,43.643486,67.40639,65.03853,91.25042,90.93136,114.99962,111.92553,94.26073,93.071884,40.912888,26.21823,41.751816,39.7227,19.231709,19.68473
0,156,39.613186,43.54325,67.445984,64.87548,78.66512,81.96507,107.63453,106.16988,86.81493,82.089195,45.801903,26.39447,56.005665,40.11764,18.308155,19.816683
0,157,41.24792,43.459644,67.98798,66.18836,84.31297,88.00257,113.9514,113.066505,94.258125,86.99757,50.63005,25.75619,66.944664,37.16091,21.075457,24.45695
0,158,37.88928,41.6463,67.07452,65.550766,78.11191,84.02559,113.52051,113.06899,89.40485,82.62995,51.169613,22.70163,73.023125,32.272842,22.083363,26.000624
0,159,38.15499,40.191246,65.46004,65.32862,78.71345,84.031044,115.63205,116.013145,87.72985,85.85592,51.27583,22.116459,78.37956,27.257578,25.703117,29.126648
0,160,38.564926,41.15428,68.94127,68.861755,83.16874,89.713036,124.6237,126.67752,93.98415,90.72016,54.083607,20.759472,85.15216,23.661715,31.0183,33.477867
