Timestamp,Accuracy,Date
2025-05-09 20:22:06,0.0
2025-05-09 20:22:06,0.0
2025-05-09 20:22:07,0.0
2025-05-09 20:22:08,14.285714285714285
2025-05-09 20:22:08,14.285714285714285
2025-05-09 20:22:09,14.285714285714285
2025-05-09 20:22:10,14.285714285714285
2025-05-09 20:22:11,14.285714285714285
2025-05-09 20:22:11,14.285714285714285
2025-05-09 20:22:13,14.285714285714285
2025-05-09 20:22:14,0.0
2025-05-09 20:22:14,0.0
2025-05-09 20:22:15,0.0
2025-05-09 20:22:16,0.0
2025-05-09 20:22:16,0.0
2025-05-09 20:22:17,0.0
2025-05-09 20:22:18,0.0
2025-05-09 20:22:19,0.0
2025-05-09 20:22:19,0.0
2025-05-09 20:22:20,0.0
2025-05-09 20:22:21,0.0
